Time Scale; Number of Packets; Total data; 
261; 940585; 47146496.000000; 
262; 945748; 47395267.000000; 
263; 942061; 47223165.000000; 
264; 962468; 48225990.000000; 
265; 944776; 47351645.000000; 
266; 962379; 48232544.000000; 
267; 942525; 47238794.000000; 
268; 934100; 46808793.000000; 
269; 934736; 46849037.000000; 
270; 964500; 48365037.000000; 
271; 931583; 46689236.000000; 
272; 932103; 46697214.000000; 
273; 938639; 47048054.000000; 
274; 930601; 46649526.000000; 
275; 934779; 46854770.000000; 
276; 937683; 47000593.000000; 
277; 942276; 47225712.000000; 
278; 933455; 46782784.000000; 
279; 937231; 46967598.000000; 
280; 943367; 47285499.000000; 
281; 903420; 45294523.000000; 
282; 900605; 45121166.000000; 
283; 906987; 45459269.000000; 
284; 914811; 45852507.000000; 
285; 951489; 47698319.000000; 
286; 936248; 46950828.000000; 
287; 869117; 43568100.000000; 
288; 894908; 44855844.000000; 
289; 867561; 43482647.000000; 
290; 881473; 44189738.000000; 
291; 887823; 44509904.000000; 
292; 894821; 44836482.000000; 
293; 866616; 43435077.000000; 
294; 914168; 45813203.000000; 
295; 889632; 44581518.000000; 
296; 915418; 45887019.000000; 
297; 920276; 46133579.000000; 
298; 915894; 45911751.000000; 
299; 911246; 45693937.000000; 
300; 908722; 45560253.000000; 
301; 910369; 45604054.000000; 
302; 948247; 47517001.000000; 
303; 915833; 45904373.000000; 
304; 899436; 45085936.000000; 
305; 925734; 46414436.000000; 
306; 900697; 45144574.000000; 
307; 913622; 45797235.000000; 
308; 910001; 45608298.000000; 
309; 925091; 46376719.000000; 
310; 924301; 46311313.000000; 
311; 906761; 45453960.000000; 
312; 918443; 46035170.000000; 
313; 910101; 45605414.000000; 
314; 912855; 45753240.000000; 
315; 963835; 48309524.000000; 
316; 961513; 48188256.000000; 
317; 920727; 46137045.000000; 
318; 926273; 46432005.000000; 
319; 904183; 45327057.000000; 
320; 914871; 45856186.000000; 
321; 960525; 48140334.000000; 
322; 908852; 45559563.000000; 
323; 953131; 47779994.000000; 
324; 925488; 46391597.000000; 
325; 926364; 46439372.000000; 
326; 926782; 46455909.000000; 
327; 924671; 46339367.000000; 
328; 920962; 46161534.000000; 
329; 954863; 47858879.000000; 
330; 916473; 45929248.000000; 
331; 940154; 47110792.000000; 
332; 946762; 47455213.000000; 
333; 919657; 46120524.000000; 
334; 909747; 45600071.000000; 
335; 958545; 48037143.000000; 
336; 912594; 45737938.000000; 
337; 921237; 46171650.000000; 
338; 934159; 46839197.000000; 
339; 905539; 45405607.000000; 
340; 919746; 46097540.000000; 
341; 912530; 45733834.000000; 
342; 928613; 46544571.000000; 
343; 948757; 47542168.000000; 
344; 937783; 46993360.000000; 
345; 909229; 45581923.000000; 
346; 913480; 45775326.000000; 
347; 922863; 46263082.000000; 
348; 922075; 46212005.000000; 
349; 900067; 45098795.000000; 
350; 926788; 46456552.000000; 
351; 933382; 46782085.000000; 
352; 923657; 46299290.000000; 
