Simulation Time(s); Slice ID; Slice Priority old; Slice Request; Slice old alloc; Slice Priority new; slice new alloc
18; 0; 33; 5.175422; 13.210569; 33; 13.210569;
18; 4; 32; 5.175422; 8.063620; 32; 8.063620;
18; 9; 9; 48.262622; 48.717450; 9; 48.380650;



19; 3; 97; 16.511615; 19.107225; 97; 19.107225;
19; 19; 95; 44.053516; 48.464875; 95; 48.464875;
19; 16; 94; 48.343838; 48.164724; 94; 48.343838;
19; 2; 94; 40.081562; 40.577706; 94; 40.577706;
19; 6; 90; 6.550989; 12.545666; 90; 12.545666;
19; 11; 88; 45.821349; 47.854444; 88; 47.854444;
19; 10; 80; 45.932170; 48.084343; 80; 48.084343;
19; 15; 76; 16.580286; 19.154758; 76; 19.154758;
19; 5; 64; 12.758235; 13.511726; 64; 13.511726;
19; 8; 60; 16.196673; 18.711784; 60; 18.711784;
19; 17; 55; 18.324623; 19.711780; 55; 19.711780;
19; 7; 46; 16.462725; 18.277346; 46; 18.277346;
19; 12; 40; 45.755009; 47.885726; 40; 47.602886;
19; 1; 39; 45.937162; 47.028397; 39; 45.937162;
19; 14; 35; 47.412354; 46.435996; 35; 47.412354;
19; 18; 34; 18.503681; 18.911797; 34; 18.503681;
19; 13; 34; 14.923272; 15.916868; 34; 14.923272;
19; 0; 33; 11.410596; 13.210569; 33; 11.410596;
19; 4; 32; 11.410596; 8.063620; 32; 11.410596;
19; 9; 9; 48.453962; 48.380650; 9; 48.453962;



20; 3; 97; 18.603190; 19.107225; 97; 19.107225;
20; 19; 95; 48.467761; 48.464875; 95; 48.467761;
20; 16; 94; 44.812667; 48.343838; 94; 48.343838;
20; 2; 94; 39.764370; 40.577706; 94; 40.577706;
20; 6; 90; 6.875683; 12.545666; 90; 12.545666;
20; 11; 88; 46.158644; 47.854444; 88; 47.854444;
20; 10; 80; 45.907887; 48.084343; 80; 48.084343;
20; 15; 76; 18.378249; 19.154758; 76; 19.154758;
20; 5; 64; 12.298955; 13.511726; 64; 13.511726;
20; 8; 60; 17.422810; 18.711784; 60; 18.711784;
20; 17; 55; 19.517992; 19.711780; 55; 19.711780;
20; 7; 46; 15.343208; 18.277346; 46; 18.277346;
20; 12; 40; 45.166841; 47.602886; 40; 47.602886;
20; 1; 39; 45.887525; 45.937162; 39; 45.937162;
20; 14; 35; 46.357752; 47.412354; 35; 47.412354;
20; 18; 34; 17.028283; 18.503681; 34; 18.503681;
20; 13; 34; 16.519259; 14.923272; 34; 16.519259;
20; 0; 33; 10.206842; 11.410596; 33; 11.158840;
20; 4; 32; 10.206842; 11.410596; 32; 10.206842;
20; 9; 9; 48.310599; 48.453962; 9; 48.310599;



21; 3; 97; 18.041558; 19.107225; 97; 19.107225;
21; 19; 95; 44.680953; 48.467761; 95; 48.467761;
21; 16; 94; 44.379302; 48.343838; 94; 48.343838;
21; 2; 94; 40.294414; 40.577706; 94; 40.577706;
21; 6; 90; 5.602327; 12.545666; 90; 12.545666;
21; 11; 88; 46.196720; 47.854444; 88; 47.854444;
21; 10; 80; 47.104432; 48.084343; 80; 48.084343;
21; 15; 76; 20.353537; 19.154758; 76; 20.353537;
21; 5; 64; 12.095051; 13.511726; 64; 13.511726;
21; 8; 60; 14.953238; 18.711784; 60; 18.711784;
21; 17; 55; 19.523573; 19.711780; 55; 19.711780;
21; 7; 46; 14.599772; 18.277346; 46; 18.277346;
21; 12; 40; 45.959312; 47.602886; 40; 47.602886;
21; 1; 39; 45.890634; 45.937162; 39; 45.937162;
21; 14; 35; 45.982294; 47.412354; 35; 47.412354;
21; 18; 34; 18.550330; 18.503681; 34; 18.550330;
21; 13; 34; 17.117038; 16.519259; 34; 17.117038;
21; 0; 33; 8.685012; 11.158840; 33; 10.722898;
21; 4; 32; 8.685012; 10.206842; 32; 8.685012;
21; 9; 9; 48.425164; 48.310599; 9; 48.425164;



22; 3; 97; 17.734788; 19.107225; 97; 19.107225;
22; 19; 95; 45.546850; 48.467761; 95; 48.467761;
22; 16; 94; 46.132119; 48.343838; 94; 48.343838;
22; 2; 94; 40.930685; 40.577706; 94; 40.930685;
22; 6; 90; 6.510679; 12.545666; 90; 12.545666;
22; 11; 88; 45.700648; 47.854444; 88; 47.854444;
22; 10; 80; 45.592679; 48.084343; 80; 48.084343;
22; 15; 76; 17.685955; 20.353537; 76; 20.353537;
22; 5; 64; 13.319690; 13.511726; 64; 13.511726;
22; 8; 60; 15.915191; 18.711784; 60; 18.711784;
22; 17; 55; 17.594892; 19.711780; 55; 19.711780;
22; 7; 46; 18.431834; 18.277346; 46; 18.431834;
22; 12; 40; 45.490770; 47.602886; 40; 47.602886;
22; 1; 39; 45.882143; 45.937162; 39; 45.937162;
22; 14; 35; 45.462767; 47.412354; 35; 47.412354;
